"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","274","test_delete_user","tests.api","Wed May 14 13:45:20 GMT 2025","passed","Wed May 14 13:45:20 GMT 2025","","test_users","",""
"","409","test_scratchpad_button_exists","tests.ui","Wed May 14 13:45:24 GMT 2025","passed","Wed May 14 13:45:25 GMT 2025","","test_app","",""
"","287","test_get_single_user","tests.api","Wed May 14 13:45:19 GMT 2025","passed","Wed May 14 13:45:19 GMT 2025","","test_users","",""
"","411","test_new_note_button_exists","tests.ui","Wed May 14 13:45:25 GMT 2025","passed","Wed May 14 13:45:26 GMT 2025","","test_app","",""
"","410","test_settings_icon_exists","tests.ui","Wed May 14 13:45:28 GMT 2025","passed","Wed May 14 13:45:28 GMT 2025","","test_app","",""
"","415","test_search_input_exists","tests.ui","Wed May 14 13:45:26 GMT 2025","passed","Wed May 14 13:45:26 GMT 2025","","test_app","",""
"","418","test_main_content_is_visible","tests.ui","Wed May 14 13:45:27 GMT 2025","passed","Wed May 14 13:45:27 GMT 2025","","test_app","",""
"","292","test_get_all_users","tests.api","Wed May 14 13:45:18 GMT 2025","passed","Wed May 14 13:45:19 GMT 2025","","test_users","",""
"","665","test_get_all_products","tests.api","Wed May 14 13:45:16 GMT 2025","passed","Wed May 14 13:45:16 GMT 2025","","test_products","",""
"","597","test_get_users_with_limit","tests.api","Wed May 14 13:45:19 GMT 2025","passed","Wed May 14 13:45:19 GMT 2025","","test_users","",""
"","183","test_get_single_product","tests.api","Wed May 14 13:45:16 GMT 2025","passed","Wed May 14 13:45:17 GMT 2025","","test_products","",""
"","556","test_favorites_button_exists","tests.ui","Wed May 14 13:45:23 GMT 2025","passed","Wed May 14 13:45:23 GMT 2025","","test_app","",""
"","699","test_open_app","tests.ui","Wed May 14 13:45:21 GMT 2025","passed","Wed May 14 13:45:21 GMT 2025","","test_app","",""
"","513","test_update_user","tests.api","Wed May 14 13:45:19 GMT 2025","passed","Wed May 14 13:45:20 GMT 2025","","test_users","",""
"","281","test_delete_cart","tests.api","Wed May 14 13:45:15 GMT 2025","passed","Wed May 14 13:45:16 GMT 2025","","test_carts","",""
"","500","test_create_cart","tests.api","Wed May 14 13:45:15 GMT 2025","passed","Wed May 14 13:45:15 GMT 2025","","test_carts","",""
"","606","test_failed_login","tests.api","Wed May 14 13:45:14 GMT 2025","passed","Wed May 14 13:45:14 GMT 2025","","test_auth","",""
"","512","test_create_product","tests.api","Wed May 14 13:45:17 GMT 2025","passed","Wed May 14 13:45:17 GMT 2025","","test_products","",""
"","181","test_update_cart","tests.api","Wed May 14 13:45:15 GMT 2025","passed","Wed May 14 13:45:15 GMT 2025","","test_carts","",""
"","593","test_delete_product","tests.api","Wed May 14 13:45:18 GMT 2025","passed","Wed May 14 13:45:18 GMT 2025","","test_products","",""
"","603","test_get_all_carts","tests.api","Wed May 14 13:45:14 GMT 2025","passed","Wed May 14 13:45:15 GMT 2025","","test_carts","",""
"","504","test_update_product","tests.api","Wed May 14 13:45:17 GMT 2025","passed","Wed May 14 13:45:18 GMT 2025","","test_products","",""
"","0","test_successful_login","tests.api","Wed May 14 13:45:14 GMT 2025","passed","Wed May 14 13:45:14 GMT 2025","","test_auth","",""
"","397","test_trash_button_exists","tests.ui","Wed May 14 13:45:22 GMT 2025","passed","Wed May 14 13:45:22 GMT 2025","","test_app","",""
"","462","test_refresh_button","tests.ui","Wed May 14 13:45:28 GMT 2025","passed","Wed May 14 13:45:29 GMT 2025","","test_app","",""
"","411","test_notes_button_exists","tests.ui","Wed May 14 13:45:24 GMT 2025","passed","Wed May 14 13:45:24 GMT 2025","","test_app","",""
