"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","497","test_new_note_button_exists","tests","Thu Mar 06 09:38:02 GMT 2025","passed","Thu Mar 06 09:38:03 GMT 2025","","test_login","",""
"","907","test_scratchpad_button_exists","tests","Thu Mar 06 09:38:01 GMT 2025","passed","Thu Mar 06 09:38:02 GMT 2025","","test_login","",""
"","475","test_trash_button_exists","tests","Thu Mar 06 09:37:56 GMT 2025","passed","Thu Mar 06 09:37:57 GMT 2025","","test_login","",""
"","417","test_search_input_exists","tests","Thu Mar 06 09:38:03 GMT 2025","passed","Thu Mar 06 09:38:03 GMT 2025","","test_login","",""
"","416","test_main_content_is_visible","tests","Thu Mar 06 09:38:04 GMT 2025","passed","Thu Mar 06 09:38:04 GMT 2025","","test_login","",""
"","643","test_open_app","tests","Thu Mar 06 09:37:55 GMT 2025","passed","Thu Mar 06 09:37:56 GMT 2025","","test_login","",""
"","470","test_refresh_button","tests","Thu Mar 06 09:38:05 GMT 2025","passed","Thu Mar 06 09:38:06 GMT 2025","","test_login","",""
"","662","test_favorites_button_exists","tests","Thu Mar 06 09:37:57 GMT 2025","passed","Thu Mar 06 09:37:58 GMT 2025","","test_login","",""
"","406","test_settings_icon_exists","tests","Thu Mar 06 09:38:05 GMT 2025","passed","Thu Mar 06 09:38:05 GMT 2025","","test_login","",""
"","933","test_notes_button_exists","tests","Thu Mar 06 09:37:58 GMT 2025","passed","Thu Mar 06 09:37:59 GMT 2025","","test_login","",""
