"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","534","test_refresh_button","tests.ui","Thu Mar 06 14:21:01 GMT 2025","passed","Thu Mar 06 14:21:02 GMT 2025","","test_login","",""
"","232","test_get_users_with_limit","tests.api","Thu Mar 06 14:20:49 GMT 2025","passed","Thu Mar 06 14:20:49 GMT 2025","","test_users","",""
"","138","test_update_user","tests.api","Thu Mar 06 14:20:49 GMT 2025","passed","Thu Mar 06 14:20:50 GMT 2025","","test_users","",""
"","243","test_delete_user","tests.api","Thu Mar 06 14:20:50 GMT 2025","passed","Thu Mar 06 14:20:50 GMT 2025","","test_users","",""
"","249","test_failed_login","tests.api","Thu Mar 06 14:20:46 GMT 2025","passed","Thu Mar 06 14:20:47 GMT 2025","","test_auth","",""
"","245","test_get_single_user","tests.api","Thu Mar 06 14:20:49 GMT 2025","passed","Thu Mar 06 14:20:49 GMT 2025","","test_users","",""
"","486","test_new_note_button_exists","tests.ui","Thu Mar 06 14:20:58 GMT 2025","passed","Thu Mar 06 14:20:58 GMT 2025","","test_login","",""
"","461","test_favorites_button_exists","tests.ui","Thu Mar 06 14:20:55 GMT 2025","passed","Thu Mar 06 14:20:55 GMT 2025","","test_login","",""
"","466","test_trash_button_exists","tests.ui","Thu Mar 06 14:20:54 GMT 2025","passed","Thu Mar 06 14:20:55 GMT 2025","","test_login","",""
"","740","test_scratchpad_button_exists","tests.ui","Thu Mar 06 14:20:57 GMT 2025","passed","Thu Mar 06 14:20:57 GMT 2025","","test_login","",""
"","238","test_delete_product","tests.api","Thu Mar 06 14:20:48 GMT 2025","passed","Thu Mar 06 14:20:49 GMT 2025","","test_products","",""
"","143","test_update_cart","tests.api","Thu Mar 06 14:20:47 GMT 2025","passed","Thu Mar 06 14:20:47 GMT 2025","","test_carts","",""
"","242","test_get_all_carts","tests.api","Thu Mar 06 14:20:47 GMT 2025","passed","Thu Mar 06 14:20:47 GMT 2025","","test_carts","",""
"","147","test_create_product","tests.api","Thu Mar 06 14:20:48 GMT 2025","passed","Thu Mar 06 14:20:48 GMT 2025","","test_products","",""
"","138","test_update_product","tests.api","Thu Mar 06 14:20:48 GMT 2025","passed","Thu Mar 06 14:20:48 GMT 2025","","test_products","",""
"","461","test_notes_button_exists","tests.ui","Thu Mar 06 14:20:56 GMT 2025","passed","Thu Mar 06 14:20:56 GMT 2025","","test_login","",""
"","579","test_open_app","tests.ui","Thu Mar 06 14:20:53 GMT 2025","passed","Thu Mar 06 14:20:54 GMT 2025","","test_login","",""
"","248","test_delete_cart","tests.api","Thu Mar 06 14:20:47 GMT 2025","passed","Thu Mar 06 14:20:47 GMT 2025","","test_carts","",""
"","475","test_get_all_products","tests.api","Thu Mar 06 14:20:47 GMT 2025","passed","Thu Mar 06 14:20:48 GMT 2025","","test_products","",""
"","0","test_successful_login","tests.api","Thu Mar 06 14:20:46 GMT 2025","passed","Thu Mar 06 14:20:46 GMT 2025","","test_auth","",""
"","147","test_create_cart","tests.api","Thu Mar 06 14:20:47 GMT 2025","passed","Thu Mar 06 14:20:47 GMT 2025","","test_carts","",""
"","448","test_search_input_exists","tests.ui","Thu Mar 06 14:20:59 GMT 2025","passed","Thu Mar 06 14:20:59 GMT 2025","","test_login","",""
"","247","test_get_all_users","tests.api","Thu Mar 06 14:20:49 GMT 2025","passed","Thu Mar 06 14:20:49 GMT 2025","","test_users","",""
"","156","test_get_single_product","tests.api","Thu Mar 06 14:20:48 GMT 2025","passed","Thu Mar 06 14:20:48 GMT 2025","","test_products","",""
"","442","test_main_content_is_visible","tests.ui","Thu Mar 06 14:21:00 GMT 2025","passed","Thu Mar 06 14:21:00 GMT 2025","","test_login","",""
"","482","test_settings_icon_exists","tests.ui","Thu Mar 06 14:21:00 GMT 2025","passed","Thu Mar 06 14:21:01 GMT 2025","","test_login","",""
