"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","476","test_favorites_button_exists","tests.ui","Fri Mar 07 12:03:57 GMT 2025","passed","Fri Mar 07 12:03:57 GMT 2025","","test_app","",""
"","276","test_delete_cart","tests.api","Fri Mar 07 12:03:48 GMT 2025","passed","Fri Mar 07 12:03:48 GMT 2025","","test_carts","",""
"","533","test_new_note_button_exists","tests.ui","Fri Mar 07 12:03:59 GMT 2025","passed","Fri Mar 07 12:04:00 GMT 2025","","test_app","",""
"","182","test_create_cart","tests.api","Fri Mar 07 12:03:47 GMT 2025","passed","Fri Mar 07 12:03:48 GMT 2025","","test_carts","",""
"","274","test_get_all_users","tests.api","Fri Mar 07 12:03:51 GMT 2025","passed","Fri Mar 07 12:03:51 GMT 2025","","test_users","",""
"","198","test_update_cart","tests.api","Fri Mar 07 12:03:48 GMT 2025","passed","Fri Mar 07 12:03:48 GMT 2025","","test_carts","",""
"","187","test_update_user","tests.api","Fri Mar 07 12:03:51 GMT 2025","passed","Fri Mar 07 12:03:52 GMT 2025","","test_users","",""
"","276","test_delete_product","tests.api","Fri Mar 07 12:03:50 GMT 2025","passed","Fri Mar 07 12:03:51 GMT 2025","","test_products","",""
"","653","test_get_all_products","tests.api","Fri Mar 07 12:03:48 GMT 2025","passed","Fri Mar 07 12:03:49 GMT 2025","","test_products","",""
"","533","test_main_content_is_visible","tests.ui","Fri Mar 07 12:04:01 GMT 2025","passed","Fri Mar 07 12:04:02 GMT 2025","","test_app","",""
"","282","test_get_all_carts","tests.api","Fri Mar 07 12:03:47 GMT 2025","passed","Fri Mar 07 12:03:47 GMT 2025","","test_carts","",""
"","413","test_search_input_exists","tests.ui","Fri Mar 07 12:04:00 GMT 2025","passed","Fri Mar 07 12:04:01 GMT 2025","","test_app","",""
"","281","test_get_users_with_limit","tests.api","Fri Mar 07 12:03:51 GMT 2025","passed","Fri Mar 07 12:03:51 GMT 2025","","test_users","",""
"","1870","test_open_app","tests.ui","Fri Mar 07 12:03:53 GMT 2025","passed","Fri Mar 07 12:03:55 GMT 2025","","test_app","",""
"","274","test_get_single_user","tests.api","Fri Mar 07 12:03:51 GMT 2025","passed","Fri Mar 07 12:03:51 GMT 2025","","test_users","",""
"","289","test_delete_user","tests.api","Fri Mar 07 12:03:52 GMT 2025","passed","Fri Mar 07 12:03:52 GMT 2025","","test_users","",""
"","459","test_refresh_button","tests.ui","Fri Mar 07 12:04:03 GMT 2025","passed","Fri Mar 07 12:04:03 GMT 2025","","test_app","",""
"","504","test_get_single_product","tests.api","Fri Mar 07 12:03:49 GMT 2025","passed","Fri Mar 07 12:03:49 GMT 2025","","test_products","",""
"","474","test_notes_button_exists","tests.ui","Fri Mar 07 12:03:58 GMT 2025","passed","Fri Mar 07 12:03:58 GMT 2025","","test_app","",""
"","0","test_successful_login","tests.api","Fri Mar 07 12:03:47 GMT 2025","passed","Fri Mar 07 12:03:47 GMT 2025","","test_auth","",""
"","526","test_settings_icon_exists","tests.ui","Fri Mar 07 12:04:02 GMT 2025","passed","Fri Mar 07 12:04:03 GMT 2025","","test_app","",""
"","538","test_scratchpad_button_exists","tests.ui","Fri Mar 07 12:03:58 GMT 2025","passed","Fri Mar 07 12:03:59 GMT 2025","","test_app","",""
"","505","test_create_product","tests.api","Fri Mar 07 12:03:49 GMT 2025","passed","Fri Mar 07 12:03:50 GMT 2025","","test_products","",""
"","287","test_failed_login","tests.api","Fri Mar 07 12:03:47 GMT 2025","passed","Fri Mar 07 12:03:47 GMT 2025","","test_auth","",""
"","507","test_update_product","tests.api","Fri Mar 07 12:03:50 GMT 2025","passed","Fri Mar 07 12:03:50 GMT 2025","","test_products","",""
"","553","test_trash_button_exists","tests.ui","Fri Mar 07 12:03:56 GMT 2025","passed","Fri Mar 07 12:03:56 GMT 2025","","test_app","",""
