"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","226","test_get_all_users","tests.api","Fri Mar 07 18:51:06 GMT 2025","passed","Fri Mar 07 18:51:06 GMT 2025","","test_users","",""
"","120","test_create_product","tests.api","Fri Mar 07 18:51:05 GMT 2025","passed","Fri Mar 07 18:51:06 GMT 2025","","test_products","",""
"","119","test_get_all_products","tests.api","Fri Mar 07 18:51:05 GMT 2025","passed","Fri Mar 07 18:51:05 GMT 2025","","test_products","",""
"","221","test_get_single_user","tests.api","Fri Mar 07 18:51:06 GMT 2025","passed","Fri Mar 07 18:51:06 GMT 2025","","test_users","",""
"","442","test_search_input_exists","tests.ui","Fri Mar 07 18:51:16 GMT 2025","passed","Fri Mar 07 18:51:16 GMT 2025","","test_app","",""
"","474","test_notes_button_exists","tests.ui","Fri Mar 07 18:51:13 GMT 2025","passed","Fri Mar 07 18:51:14 GMT 2025","","test_app","",""
"","252","test_delete_product","tests.api","Fri Mar 07 18:51:06 GMT 2025","passed","Fri Mar 07 18:51:06 GMT 2025","","test_products","",""
"","158","test_get_single_product","tests.api","Fri Mar 07 18:51:05 GMT 2025","passed","Fri Mar 07 18:51:05 GMT 2025","","test_products","",""
"","154","test_update_product","tests.api","Fri Mar 07 18:51:06 GMT 2025","passed","Fri Mar 07 18:51:06 GMT 2025","","test_products","",""
"","571","test_favorites_button_exists","tests.ui","Fri Mar 07 18:51:12 GMT 2025","passed","Fri Mar 07 18:51:13 GMT 2025","","test_app","",""
"","116","test_update_cart","tests.api","Fri Mar 07 18:51:05 GMT 2025","passed","Fri Mar 07 18:51:05 GMT 2025","","test_carts","",""
"","480","test_settings_icon_exists","tests.ui","Fri Mar 07 18:51:17 GMT 2025","passed","Fri Mar 07 18:51:18 GMT 2025","","test_app","",""
"","481","test_refresh_button","tests.ui","Fri Mar 07 18:51:18 GMT 2025","passed","Fri Mar 07 18:51:19 GMT 2025","","test_app","",""
"","392","test_update_user","tests.api","Fri Mar 07 18:51:07 GMT 2025","passed","Fri Mar 07 18:51:07 GMT 2025","","test_users","",""
"","438","test_main_content_is_visible","tests.ui","Fri Mar 07 18:51:17 GMT 2025","passed","Fri Mar 07 18:51:17 GMT 2025","","test_app","",""
"","483","test_scratchpad_button_exists","tests.ui","Fri Mar 07 18:51:14 GMT 2025","passed","Fri Mar 07 18:51:14 GMT 2025","","test_app","",""
"","0","test_successful_login","tests.api","Fri Mar 07 18:51:04 GMT 2025","passed","Fri Mar 07 18:51:04 GMT 2025","","test_auth","",""
"","270","test_failed_login","tests.api","Fri Mar 07 18:51:04 GMT 2025","passed","Fri Mar 07 18:51:04 GMT 2025","","test_auth","",""
"","125","test_create_cart","tests.api","Fri Mar 07 18:51:04 GMT 2025","passed","Fri Mar 07 18:51:05 GMT 2025","","test_carts","",""
"","556","test_open_app","tests.ui","Fri Mar 07 18:51:10 GMT 2025","passed","Fri Mar 07 18:51:11 GMT 2025","","test_app","",""
"","234","test_delete_user","tests.api","Fri Mar 07 18:51:07 GMT 2025","passed","Fri Mar 07 18:51:07 GMT 2025","","test_users","",""
"","461","test_new_note_button_exists","tests.ui","Fri Mar 07 18:51:15 GMT 2025","passed","Fri Mar 07 18:51:15 GMT 2025","","test_app","",""
"","228","test_get_users_with_limit","tests.api","Fri Mar 07 18:51:06 GMT 2025","passed","Fri Mar 07 18:51:07 GMT 2025","","test_users","",""
"","463","test_trash_button_exists","tests.ui","Fri Mar 07 18:51:11 GMT 2025","passed","Fri Mar 07 18:51:12 GMT 2025","","test_app","",""
"","340","test_get_all_carts","tests.api","Fri Mar 07 18:51:04 GMT 2025","passed","Fri Mar 07 18:51:04 GMT 2025","","test_carts","",""
"","457","test_delete_cart","tests.api","Fri Mar 07 18:51:05 GMT 2025","passed","Fri Mar 07 18:51:05 GMT 2025","","test_carts","",""
