"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2563","test_scratchpad_button_exists","tests","Thu Mar 06 10:40:45 GMT 2025","passed","Thu Mar 06 10:40:47 GMT 2025","","test_login","",""
"","465","test_search_input_exists","tests.ui","Thu Mar 06 11:07:35 GMT 2025","passed","Thu Mar 06 11:07:36 GMT 2025","","test_login","",""
"","927","test_trash_button_exists","tests.ui","Thu Mar 06 11:07:30 GMT 2025","passed","Thu Mar 06 11:07:31 GMT 2025","","test_login","",""
"","536","test_favorites_button_exists","tests.ui","Thu Mar 06 11:07:32 GMT 2025","passed","Thu Mar 06 11:07:32 GMT 2025","","test_login","",""
"","1950","test_refresh_button","tests","Thu Mar 06 10:41:08 GMT 2025","passed","Thu Mar 06 10:41:10 GMT 2025","","test_login","",""
"","2301","test_search_input_exists","tests","Thu Mar 06 10:40:53 GMT 2025","passed","Thu Mar 06 10:40:55 GMT 2025","","test_login","",""
"","502","test_scratchpad_button_exists","tests.ui","Thu Mar 06 11:07:34 GMT 2025","passed","Thu Mar 06 11:07:34 GMT 2025","","test_login","",""
"","1888","test_settings_icon_exists","tests","Thu Mar 06 10:41:04 GMT 2025","passed","Thu Mar 06 10:41:06 GMT 2025","","test_login","",""
"","4636","test_open_app","tests","Thu Mar 06 10:40:24 GMT 2025","passed","Thu Mar 06 10:40:29 GMT 2025","","test_login","",""
"","447","test_notes_button_exists","tests.ui","Thu Mar 06 11:07:33 GMT 2025","passed","Thu Mar 06 11:07:33 GMT 2025","","test_login","",""
"","457","test_new_note_button_exists","tests.ui","Thu Mar 06 11:07:34 GMT 2025","passed","Thu Mar 06 11:07:35 GMT 2025","","test_login","",""
"","1965","test_new_note_button_exists","tests","Thu Mar 06 10:40:49 GMT 2025","passed","Thu Mar 06 10:40:51 GMT 2025","","test_login","",""
"","2424","test_notes_button_exists","tests","Thu Mar 06 10:40:40 GMT 2025","passed","Thu Mar 06 10:40:43 GMT 2025","","test_login","",""
"","512","test_refresh_button","tests.ui","Thu Mar 06 11:07:38 GMT 2025","passed","Thu Mar 06 11:07:39 GMT 2025","","test_login","",""
"","2528","test_trash_button_exists","tests","Thu Mar 06 10:40:31 GMT 2025","passed","Thu Mar 06 10:40:33 GMT 2025","","test_login","",""
"","512","test_settings_icon_exists","tests.ui","Thu Mar 06 11:07:37 GMT 2025","passed","Thu Mar 06 11:07:38 GMT 2025","","test_login","",""
"","504","test_main_content_is_visible","tests.ui","Thu Mar 06 11:07:36 GMT 2025","passed","Thu Mar 06 11:07:37 GMT 2025","","test_login","",""
"","2954","test_favorites_button_exists","tests","Thu Mar 06 10:40:35 GMT 2025","passed","Thu Mar 06 10:40:38 GMT 2025","","test_login","",""
"","1407","test_open_app","tests.ui","Thu Mar 06 11:07:28 GMT 2025","passed","Thu Mar 06 11:07:30 GMT 2025","","test_login","",""
"","4532","test_main_content_is_visible","tests","Thu Mar 06 10:40:57 GMT 2025","passed","Thu Mar 06 10:41:02 GMT 2025","","test_login","",""
"","163","test_get_all_products","tests.ip","Thu Mar 06 11:07:26 GMT 2025","passed","Thu Mar 06 11:07:26 GMT 2025","","test_products","",""
"","141","test_create_product","tests.ip","Thu Mar 06 11:07:26 GMT 2025","passed","Thu Mar 06 11:07:26 GMT 2025","","test_products","",""
