"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","325","test_update_user","tests.api","Fri Mar 07 10:43:38 GMT 2025","passed","Fri Mar 07 10:43:38 GMT 2025","","test_users","",""
"","430","test_failed_login","tests.api","Fri Mar 07 10:43:35 GMT 2025","passed","Fri Mar 07 10:43:35 GMT 2025","","test_auth","",""
"","1647","test_main_content_is_visible","tests.ui","Fri Mar 07 10:10:49 GMT 2025","passed","Fri Mar 07 10:10:50 GMT 2025","","test_login","",""
"","5843","test_open_app","tests.ui","Fri Mar 07 10:10:15 GMT 2025","passed","Fri Mar 07 10:10:21 GMT 2025","","test_login","",""
"","237","test_delete_product","tests.api","Fri Mar 07 10:43:37 GMT 2025","passed","Fri Mar 07 10:43:37 GMT 2025","","test_products","",""
"","128","test_create_cart","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_carts","",""
"","2223","test_new_note_button_exists","tests.ui","Fri Mar 07 10:10:41 GMT 2025","passed","Fri Mar 07 10:10:43 GMT 2025","","test_login","",""
"","1884","test_refresh_button","tests.ui","Fri Mar 07 10:10:58 GMT 2025","passed","Fri Mar 07 10:11:00 GMT 2025","","test_login","",""
"","217","test_get_users_with_limit","tests.api","Fri Mar 07 10:43:37 GMT 2025","passed","Fri Mar 07 10:43:38 GMT 2025","","test_users","",""
"","229","test_delete_user","tests.api","Fri Mar 07 10:43:38 GMT 2025","passed","Fri Mar 07 10:43:38 GMT 2025","","test_users","",""
"","218","test_get_all_carts","tests.api","Fri Mar 07 10:43:35 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_carts","",""
"","133","test_get_all_products","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_products","",""
"","124","test_update_product","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:37 GMT 2025","","test_products","",""
"","119","test_update_cart","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_carts","",""
"","128","test_create_product","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_products","",""
"","226","test_get_all_users","tests.api","Fri Mar 07 10:43:37 GMT 2025","passed","Fri Mar 07 10:43:37 GMT 2025","","test_users","",""
"","1368","test_search_input_exists","tests.ui","Fri Mar 07 10:10:45 GMT 2025","passed","Fri Mar 07 10:10:47 GMT 2025","","test_login","",""
"","0","test_successful_login","tests.api","Fri Mar 07 10:43:35 GMT 2025","passed","Fri Mar 07 10:43:35 GMT 2025","","test_auth","",""
"","3771","test_settings_icon_exists","tests.ui","Fri Mar 07 10:10:52 GMT 2025","passed","Fri Mar 07 10:10:56 GMT 2025","","test_login","",""
"","223","test_delete_cart","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_carts","",""
"","1832","test_trash_button_exists","tests.ui","Fri Mar 07 10:10:24 GMT 2025","passed","Fri Mar 07 10:10:26 GMT 2025","","test_login","",""
"","3180","test_scratchpad_button_exists","tests.ui","Fri Mar 07 10:10:36 GMT 2025","passed","Fri Mar 07 10:10:39 GMT 2025","","test_login","",""
"","217","test_get_single_user","tests.api","Fri Mar 07 10:43:37 GMT 2025","passed","Fri Mar 07 10:43:37 GMT 2025","","test_users","",""
"","117","test_get_single_product","tests.api","Fri Mar 07 10:43:36 GMT 2025","passed","Fri Mar 07 10:43:36 GMT 2025","","test_products","",""
"","1870","test_favorites_button_exists","tests.ui","Fri Mar 07 10:10:27 GMT 2025","passed","Fri Mar 07 10:10:29 GMT 2025","","test_login","",""
"","3811","test_notes_button_exists","tests.ui","Fri Mar 07 10:10:30 GMT 2025","passed","Fri Mar 07 10:10:34 GMT 2025","","test_login","",""
