"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","550","test_new_note_button_exists","tests.ui","Sat Apr 19 08:10:08 GMT 2025","passed","Sat Apr 19 08:10:09 GMT 2025","","test_app","",""
"","224","test_get_users_with_limit","tests.api","Sat Apr 19 08:09:59 GMT 2025","passed","Sat Apr 19 08:09:59 GMT 2025","","test_users","",""
"","639","test_favorites_button_exists","tests.ui","Sat Apr 19 08:10:05 GMT 2025","passed","Sat Apr 19 08:10:06 GMT 2025","","test_app","",""
"","132","test_update_cart","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_carts","",""
"","578","test_refresh_button","tests.ui","Sat Apr 19 08:10:12 GMT 2025","passed","Sat Apr 19 08:10:12 GMT 2025","","test_app","",""
"","231","test_get_single_user","tests.api","Sat Apr 19 08:09:59 GMT 2025","passed","Sat Apr 19 08:09:59 GMT 2025","","test_users","",""
"","538","test_notes_button_exists","tests.ui","Sat Apr 19 08:10:06 GMT 2025","passed","Sat Apr 19 08:10:07 GMT 2025","","test_app","",""
"","0","test_successful_login","tests.api","Sat Apr 19 08:09:57 GMT 2025","passed","Sat Apr 19 08:09:57 GMT 2025","","test_auth","",""
"","227","test_delete_user","tests.api","Sat Apr 19 08:10:00 GMT 2025","passed","Sat Apr 19 08:10:00 GMT 2025","","test_users","",""
"","134","test_update_product","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:59 GMT 2025","","test_products","",""
"","129","test_get_single_product","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_products","",""
"","226","test_delete_product","tests.api","Sat Apr 19 08:09:59 GMT 2025","passed","Sat Apr 19 08:09:59 GMT 2025","","test_products","",""
"","234","test_get_all_users","tests.api","Sat Apr 19 08:09:59 GMT 2025","passed","Sat Apr 19 08:09:59 GMT 2025","","test_users","",""
"","967","test_open_app","tests.ui","Sat Apr 19 08:10:03 GMT 2025","passed","Sat Apr 19 08:10:04 GMT 2025","","test_app","",""
"","233","test_delete_cart","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_carts","",""
"","537","test_main_content_is_visible","tests.ui","Sat Apr 19 08:10:10 GMT 2025","passed","Sat Apr 19 08:10:11 GMT 2025","","test_app","",""
"","134","test_get_all_products","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_products","",""
"","227","test_get_all_carts","tests.api","Sat Apr 19 08:09:57 GMT 2025","passed","Sat Apr 19 08:09:57 GMT 2025","","test_carts","",""
"","133","test_update_user","tests.api","Sat Apr 19 08:09:59 GMT 2025","passed","Sat Apr 19 08:10:00 GMT 2025","","test_users","",""
"","125","test_create_product","tests.api","Sat Apr 19 08:09:58 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_products","",""
"","232","test_failed_login","tests.api","Sat Apr 19 08:09:57 GMT 2025","passed","Sat Apr 19 08:09:57 GMT 2025","","test_auth","",""
"","347","test_create_cart","tests.api","Sat Apr 19 08:09:57 GMT 2025","passed","Sat Apr 19 08:09:58 GMT 2025","","test_carts","",""
"","544","test_trash_button_exists","tests.ui","Sat Apr 19 08:10:04 GMT 2025","passed","Sat Apr 19 08:10:05 GMT 2025","","test_app","",""
"","535","test_settings_icon_exists","tests.ui","Sat Apr 19 08:10:11 GMT 2025","passed","Sat Apr 19 08:10:11 GMT 2025","","test_app","",""
"","541","test_search_input_exists","tests.ui","Sat Apr 19 08:10:09 GMT 2025","passed","Sat Apr 19 08:10:10 GMT 2025","","test_app","",""
"","554","test_scratchpad_button_exists","tests.ui","Sat Apr 19 08:10:07 GMT 2025","passed","Sat Apr 19 08:10:08 GMT 2025","","test_app","",""
